FID,OBJECTID,SLUM_CODE,SLUM_NAME,SRNO,CA,WARD_2017,PRABHAG_20,VILLEGE,LANDMARK,Road_Abutt,DECLARATIO,DECLARE_DT,DECLARE_AR,APPROX_HH,AREA_SQM,SNO_CTSNO_,OWNERSHIP,TENEBILITY,LANDUSE,POPULATION,SRA_STATUS,RAY_CODE_N,GIS_ID,SLUM_RATIN,Shape_Leng,Shape_Area,SCHEME_COV,DENSITY
443,431,1201020202,AROYAGA BHAVAN YERAWADA,22,CA-3,02 YERWADA KALAS DHANORI,02 PHULE NAGAR NAGPUR CHAWL,YERAWADA,OLD PUNE ALANDI ROAD,30M DP ROAD,NOT DECLARED, , ,44,3679.629159,S.NO.94,PMC + STATE GOVT + CENTRAL GOVT,TENABLE,PSP ZONE,264,NO,0602,SANG1602,89,376.2220798,3679.629159, ,120
444,432,1204102216,SADHU NANA TUPE VASTI,324,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,HADAPSAR,SADHU NANA TUPE VASTI,24M DP ROAD,NOT DECLARED, , ,23,1471.13193,S.NO.207,PRIVATE + PMC,TENABLE,RESIDENTIAL ZONE DP ROAD,138,NO,1221,HADA4307,81,171.7797264,1471.13193, ,156
445,433,1205141711,NAVEEN DUDH BHATTI VASTI,422,CA-1,14 BHAVANI PETH,17 RASTA PETH RAVIWAR PETH,GANESH PETH,NAVEEN DUDH BHATTI VASTI,INTERNAL PETH ROAD,NOT DECLARED, , ,92,2525.573093,"CTS.NO.295 TO 300, 301A, 301B, 301/1, 302, 303, 304, 313",PRIVATE + PMC + STATE GOVT,UNTENABLE,RESERVATION PS-5 COMMERCIAL ZONE NALA,552,NO,0958,BHAV3903,70,221.8683206,2525.573093, ,364
446,434,1205141704,BELDAR GALLI,415,CA-1,14 BHAVANI PETH,17 RASTA PETH RAVIWAR PETH,GANESH PETH,BELDAR GALLI,INTERNAL PETH ROAD,DECLARED,MGG 31/10/1984 Pg 3,982 SQM,155,955.3829313,"CTS.No.435/1B, 444",PRIVATE + STATE GOVT,COMPLETED,RESIDENTIAL ZONE,930,SRA SCHEME COMPLETED BY PAWAR KHAMBETE DEVELOPERS,1102,KASB3801,83,148.6031715,955.3829313, ,1622
447,435,1205141904,BALAJI MANDIR BHAVANI PETH,443,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,BALAJI MANDIR,18M DP ROAD,DECLARED,MGG 12/04/1984 Pg 1357,3109.13 SQM,158,3999.423394,"CTS.NO.376, 377, 379",PRIVATE,TENABLE,RESIDENTIAL ZONE,948,NO,0916,BHAV6002,84,262.8863679,3999.423394, ,395
448,436,1204102602,BHIM NAGAR KONDWA,337,CA-1,10 HADAPSAR MUNDHWA,26 MOHAMMADWADI KAUSARBAG,KONDWA KH,KONDHWA GAOTHAN,20M DP ROAD,DECLARED,MGG 19/04/2000 Pg 1137,5100 SQM,286,6487.14128,S.NO.13/5,PRIVATE,TENABLE,EWS ZONE + GREEN BELT,1716,NO,1505,KOND6201,75,406.3785842,6487.14128, ,441
449,437,1201010402,KHULEWADI YERAWADA,11,CA-3,01 NAGAR ROAD VADGAONSHERI,04 KHARADI CHANDAN NAGAR,LOHAGAON,BEHIND AIRPORT,INTERNAL ROAD,NOT DECLARED, , ,356,11724.69504,S.NO.137,PRIVATE + PMC,UNTENABLE,RESIDENTIAL ZONE AIR FUNNEL RECTRICTION ZONE,2136,NO,0711,NAGA0201,50,434.877507,11724.69504, ,304
450,438,1205132908,INDIRA GANDHI NAGAR RAMABAI AMBEDKAR NAGAR S.NO.133,402,CA-3,13 KASBA VISHRAMBAG,29 NAVI PETH PARVATI,TPS-III,SARAS BAG,INTERNAL ROAD,NOT DECLARED, , ,165,3749.936349,"FP.NO.587/4, 29B",PRIVATE,TENABLE,RESIDENTIAL ZONE WATER BODY,990,NO,1106,KASB5104,78,494.1140207,3749.936349, ,440
451,439,1203091314,SANT DNYANESHWAR VASAHAT ERANDAWANA,297,CA-2,09 WARJE KARVE NAGAR,13 ERANDWANA HAPPY COLONY,ERANDWANA,KARANATAKA HIGHSCHOOL,24M DP ROAD,NOT DECLARED, , ,107,2024.682895,S.NO.36,PRIVATE,TENABLE,EWS ZONE,642,"PRAPOSAL SUBMITTED BY SPICER GRES VENTURES
",0412,WARJ3506,78,182.46365,2024.682895, ,528
452,440,1201032109,GAIKWAD VASTI INCLUDES IN JADHAV VASTI,93,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,GHORPADI,BHARAT FORGE,24M DP ROAD,DECLARED,MGG 12/11/1992 Pg 2324,3045 SQM,126,6124.216535,S.NO.47,PRIVATE,TENABLE,RESIDENTIAL ZONE,756,NO,1509,KOND4106,77,370.150797,6124.216535, ,206
453,441,1201032111,JADHAV VASTI GHORAPADI,95,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,GHORPADI,BHARAT FORGE,24M DP ROAD,DECLARED,MGG 12/11/1992 Pg 2324,3045 SQM,187,6007.117428,S.NO.47,PRIVATE,TENABLE,RESIDENTIAL ZONE,1122,PRAPOSAL SUBMITTED BY PURNAYU DEVELOPERS,1512,KOND4108,77,362.3710036,6007.117428,PART SLUM,311
454,442,1201020626,YASHWANT NAGAR YERAWADA,61,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,NEW KHADAKI GAOTHAN,30M DP ROAD,NOT DECLARED, , ,1585,23280.08105,S.NO.8,PMC,TENABLE,RESIDENTIAL ZONE + RESERVATION H-14,9510,NO,0640,SANG1510,73,646.6252397,23280.08105, ,681
455,443,1201020601,ASHOK NAGAR YERAWADA,36,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,NEAR 22B INDUSTRIAL TRAINNING SCHOOL,INTERNAL ROAD,NOT DECLARED, , ,613,18894.92881,S.NO.253(10B+14A+16A+17B+18B+25B+25A+16B),STATE GOVT,TENABLE,EWS ZONE,3678,NO,0603,SANG1501,78,952.5094957,18894.92881, ,324
456,444,1201020604,GANESH NAGAR YERAWADA,39,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,NEW KHADAKI GAOTHAN,INTERNAL ROAD,NOT DECLARED, , ,1339,49074.72802,S.NO.10,PRIVATE + STATE GOVT,TENABLE,EWS ZONE,8034,NO,0611,SANG1503,68,1049.358658,49074.72802, ,273
457,445,1201020613,PANDU LAMAN VASTI YERAWADA,48,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,NEAR SHABDAL BABA DARGA,30M DP ROAD,DECLARED,MGG 22/09/1994 Pg 2064,15478 SQM,323,36708.10603,S.NO.13,TRUST,TENABLE,EWS + RESIDENTIAL ZONE,1938,NO,0620,SANG1403,74,952.7166568,36708.10603, ,88
458,446,1201020609,LAXMI NAGAR YERAWADA,44,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,LAXMI NAGAR YERAWADA,INTERNAL ROAD,DECLARED,MGG 28/07/1973 Pg __,15024 SQM,3741,140388.3374,"S.NO.12A, 12B, 14A2, 15, 16B, 25A, 98, 97",PMC + STATE GOVT,TENABLE,EWS ZONE,22446,NO,0617,SANG1508,77,2093.771616,140388.3374, ,266
459,447,1201020614,PARNKUTI PAYATHA YERAWADA,49,CA-3,02 YERWADA KALAS DHANORI,06 YERAWADA,YERAWADA,NEAR BUND GARDEN BRIDGE,45M DP ROAD,NOT DECLARED, , ,115,7215.357421,"S.NO.12A, 10A",PRIVATE + STATE GOVT,TENABLE,EWS ZONE,690,NO,0621,SANG1404,70,429.8080029,7215.357421, ,159
460,448,1201032020,TADIWALA ROAD KHADDA SLUM,81,CA-3,03 DHOLE PATIL,20 TADIWALA ROAD SASUN HOSPITAL,SANGAMWADI TPS,TADIWALA ROAD,18M DP ROAD,NOT DECLARED, , ,765,13618.54469,FP.NO.110A,RAILWAY,TENABLE,EWS ZONE,4590,NO,0566,DHOL2211,69,525.9981573,13618.54469, ,562
461,449,1201032132,TADIWALA ROAD DUSHKAL LOKSEVA SLUM M.FHULE,116,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,SANGAMWADI TPS,TADIWALA ROAD,18M DP ROAD,NOT DECLARED, , ,1029,18933.61023,FP.NO.110A,RAILWAY,TENABLE,EWS ZONE,6174,NO,0565,DHOL2215,69,576.2687137,18933.61023, ,543
462,450,1202050720,SANGAM WADI KACHI VASTI,171,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,YERAWADA,MULA MUTHA SANGAM,30M DP ROAD  SANGAMWADI,NOT DECLARED, , ,21,2060.292727,"S.NO.49, 50, 51, 52",PRIVATE,UNTENABLE,GREEN BELT DP ROAD,126,NO,0241,GHOL1311,55,294.819456,2060.292727, ,102
463,451,1203083010,GANESH MALA SAMATA NAGAR,259,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,SINHAGAD ROAD,INTERNAL ROAD,NOT DECLARED, , ,46,2154.471007,FP.NO.545,PRIVATE,TENABLE,EWS ZONE,276,NO,0813,TILK5307,75,228.0870148,2154.471007, ,214
464,452,1203083001,117/B GANESH MANDIR JAWAL JAYDEV NAGAR,250,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,GANESH MANDIR JAWAL JAYDEV NAGAR,6M SERVICE ROAD ON KHADAKWASALA CANAL,NOT DECLARED, , ,185,5130.246598,CANAL,STATE GOVT,REMOVED,CANAL,1110,SLUM SEEMS TO BE REMOVED,0801,TILK5301,61,583.1545671,5130.246598, ,361
465,453,1201032112,JAHANGIR NAGAR HADAPSAR,96,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,HADAPSAR,B G SHIRKE ROAD,24M DP ROAD,NOT DECLARED, , ,236,16856.01795,S.NO.283,PRIVATE,TENABLE,EWS ZONE,1416,NO,0524,DHOL2003,73,1210.798686,16856.01795, ,140
466,454,1202050715,NAEVEER TANAJI WADI SHIVAJI NAGAR,166,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,SUBURBAN TPS,RAILWAY UNDER BRIDGE WAKADEWADI,NO ACCESS ROAD,NOT DECLARED, , ,330,12928.12131,"FP.NO.46, 47, 48",PRIVATE,TENABLE,RESIDENTIAL ZONE,1980,NO,0228,GHOL1306,74,486.7014263,12928.12131, ,255
467,455,1201032130,SHINDE VASTI HADAPSAR,114,CA-3,03 DHOLE PATIL,21 KOREGAON PARK GHORPADI,HADAPSAR,OLD CANAL HADAPSAR,NO ACCESS ROAD,DECLARED,MGG 22/09/1994 Pg 2064,5493 SQM,783,30081.17564,"S.NO.331/1(old), New126(pt), 249(pt), 250(pt)",PRIVATE + PMC + STATE GOVT + CENTRAL,UNTENABLE,CANAL EMBANKMENT,4698,NO,0560,DHOL2012,46,1794.008611,30081.17564, ,260
468,456,1202050702,BHAIYAWADI NETAJI WADI SHIVAJI NAGAR,153,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,07 PUNE UNIVERSITY WAKADEWADI,SUBURBAN TPS,NARAVIR TANAJI WADI PMT DEPO,SHIVAJI NAGAR TO TANAJI WADI ROAD,NOT DECLARED, , ,86,1788.016077,"FP.NO.76, 77, NALA ADJECENT",NALA,UNTENABLE,NALA,516,NO,0204,GHOL1301,56,205.7623573,1788.016077, ,481
469,457,1203093104,SIDDHART NAGAR RAJARAM BRIDGE ERANDAWANA,303,CA-2,09 WARJE KARVE NAGAR,31 KARVE NAGAR,HINGNE BU,RAJARAM POOL,36M DP ROAD,NOT DECLARED, , ,85,2216.237168,GAOTHAN,PRIVATE,REMOVED,DP ROAD,510,SLUM SEEMS TO BE REMOVED,0415,WARJ3204,0,217.4734135,2216.237168, ,384
470,458,1203083005,DALIT KOBRA VASAHAT,254,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,P.L.DESHPANDE UDYAN,45M SINHAGAD ROAD,NOT DECLARED, , ,212,742.6404334,FP.NO.537,PRIVATE + PMC,UNTENABLE,SERVICES WATER BODY ZONE DP ROAD,1272,NO,0807,TILK5312,55,143.4349329,742.6404334, ,2855
471,459,1205141902,365 366 GHORPADE PETH NEAR KRUPAL ASHRAM,441,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,GHORPADE PETH,15 M DP ROAD,NOT DECLARED, , ,125,2903.532016,NALA,NALA,UNTENABLE,NALA,750,NO,0906,BHAV6511,37,374.3076104,2903.532016, ,431
472,460,1205141907,CHUDAMAN TALIM 775,446,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,CHUDAMAN TALIM,18M DP ROAD,NOT DECLARED, , ,190,7430.236335,"CTS.NO.775, 741, 731, 740A1, 730, 724, 725/2, 717/2, 717/3, 726 TO 730",PRIVATE,TENABLE,RESIDENTIAL ZONE,1140,NO,0920,BHAV4707,72,439.7346159,7430.236335, ,256
473,461,1204112416,SONAR VASTI RAM TEKDI,356,CA-1,11 VANWADI RAMTEKDI,24 RAMTEKDI SAYYAD NAGAR,HADAPSAR,SOLAPUR ROAD,60M DP ROAD,NOT DECLARED, , ,67,3024.669624,S.NO.108 TO 111,PRIVATE + STATE GOVT + FOREST,TENABLE,EWS ZONE,402,NO,1533,KOND4611,73,469.2673197,3024.669624, ,222
474,462,1205141922,KASHEWADI LADAKAT MALA,461,CA-1,14 BHAVANI PETH,19 LOHIYA NAGAR KASEWADI,TPS-III,KASHEWADI,15 M DP ROAD,DECLARED,MGG 17/05/1984 Pg 165,12700 SQM,114,3420.724541,FP.NO.340,PRIVATE,TENABLE,EWS ZONE DP ROAD,684,NO,0940,BHAV6020,79,280.3876026,3420.724541, ,333
475,463,1204102201,ADARSHA NAGAR,309,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,HADAPSAR,SADHANA VIDYALAYA,12M DP ROAD,DECLARED,MGG 22/12/1983 Pg 3432,55500 SQM,314,17166.18624,"S.NO.165B, NEW CTS 1530",PMC + STATE GOVT,TENABLE,EWS ZONE DP ROAD,1884,NO,1201,HADA4301,82,654.3070433,17166.18624, ,183
476,464,1204102211,MALWADI JANATA VASTI SADHANA VIDYALAYA-2,319,CA-1,10 HADAPSAR MUNDHWA,22 MUNDHWA MAGARPATTA CITY,HADAPSAR,SADHANA VIDYALAYA,24M DP ROAD,NOT DECLARED, , ,1171,6452.326393,S.NO.165,PRIVATE + PMC + STATE GOVT,TENABLE,RESERVATION SI-9 SPECIAL COMMERCIAL ZONE DP ROAD,7026,NO,1215,HADA4305-2,69,354.0290761,6452.326393, ,1815
477,465,1204112406,KOKANE VASTI HADAPSAR,346,CA-1,11 VANWADI RAMTEKDI,24 RAMTEKDI SAYYAD NAGAR,HADAPSAR,SOLAPUR ROAD,24M DP ROAD,DECLARED,MGG 06/04/1995 Pg 646,2042.5 SQM,168,16557.23245,S.NO.314/A,PRIVATE,TENABLE,EWS ZONE,1008,NO,1211,HADA4205,75,525.4202966,16557.23245, ,101
478,466,1204112408,MAHATMA PHULE NAGAR HADAPSAR,348,CA-1,11 VANWADI RAMTEKDI,24 RAMTEKDI SAYYAD NAGAR,HADAPSAR,SOLAPUR ROAD,60M DP ROAD,DECLARED,MGG 23/08/1984 Pg 2,6452 SQM,400,7516.890715,"S.NO.111B(pt), 316 (pt)",PRIVATE + STATE GOVT,TENABLE,EWS ZONE DP ROAD,2400,PRAPOSAL SUBMITTED BY NILESH AGARWAL,1213,HADA4212,75,506.6883551,7516.890715,PART SLUM,532
479,467,1203073502,PANCHAL VASTI RAUTBAUG DHANAKWADI,227,CA-1,07 DHANAKWADI SAHAKAR NAGAR,35 SAHAKAR NAGAR PADMAVATI,DHANAKWADI,TIN HATTI CHOWK,18M DP ROAD,NOT DECLARED, , ,20,3461.666622,"S.NO.4, 5",PMC,UNTENABLE,DP ROAD,120,NO,1304,DHAN6904,68,375.6434652,3461.666622, ,58
480,468,1203074002,SLUM NEAR WONDERCITY,249,CA-1,07 DHANAKWADI SAHAKAR NAGAR,40 AMBEGAON DATTA NAGAR KATRAJ GAOTHAN,KATRAJ,WONDERCITY,60M DP ROAD,NOT DECLARED, , ,60,3868.881346,"S.NO.126, 127",PRIVATE,UNTENABLE,RESERVATION PG-25 PS-19,360,NO,1307,DHAN7501,74,364.4094854,3868.881346, ,155
481,469,1202061101,BACKSIDE OF KISMAT-A BUILDING MIT ROAD,206,CA-2,06 KOTHRUD BAVDHAN,11 RAMBAG COLONY SHIVTIRTH,KOTHRUD,MIT COLLEGE ROAD,NO ACCESS ROAD,NOT DECLARED, , ,15,834.7899104,SNO 121/122A PLOT NO 82/2,PRIVATE + PMC,UNTENABLE,HILL ZONE,90,NO,0301,KOTH2704,54,114.2154071,834.7899104, ,180
482,483,1205131603,228+232 NEW BHIM NAGAR MANGALWAR PETH,378,CA-3,13 KASBA VISHRAMBAG,16 KASBA PETH SOMVAR PETH,TPS-I,CHHATRAPATI DHIVAJI STEDIUM,18M DP ROAD,DECLARED,MGG 16/08/1973 Pg 1730,702.40 SQM,237,12733.71817,"FP.NO.901, 902, 903",PRIVATE,TENABLE,SI ZONE + RESIDENTIAL,1422,NO,0503,DHOL2313,74,501.2052926,12733.71817, ,186
483,484,1202040808,BHOITE VASTI (MANAJI BAG) BOPODI,126,CA-2,04 AUNDH BANER,08 AUNDH BOPODI,BOPODI,ELPHISTANS ROAD,30M DP ROAD,DECLARED,MGG 23/08/1979 Pg 2859,3671.5 SQM,64,6534.868569,S.NO.16A1,PRIVATE,TENABLE,EWS ZONE,384,PRAPOSAL SUBMITTED BY MANAV PRAMOTERS,0108,AUND0606,89,403.2074739,6534.868569, ,98
484,485,1202051416,SAINATH DHOBIGHAT,192,CA-2,05 SHIVAJI NAGAR GHOLE ROAD,14 DECCAN GYMKHANA MODEL COLONY,TPS-I,SHIVAJI NAGAR GODOWNS,INTERNAL ROAD,NOT DECLARED, , ,33,2187.290277,FP.NO.818,PRIVATE,TENABLE,RESEIDENTIAL ZONE,198,NO,0238,GHOL2408,79,285.617029,2187.290277, ,151
485,486,1203083002,129-A LALITA DEVI DATTAWADI,251,CA-1,08 SINHAGAD ROAD,30 JANTA VASAHAT DATTAWADI,TPS-III,DANDEKAR BRIDGE,15M DP ROAD,DECLARED,MGG 10/12/1981 Pg 3598,9473.3 SQM,442,11360.04209,"FP.NO.579, 580, 580A",PRIVATE,COMPLETED,EWS + DP ROAD + GREEN BELT + HCMTR,2652,SRA SCHEME COMPLETED BY ANANT ASSOCIATES ON FP NP. 579 AND PRAPOSAL SUBMITTED BY ___,0802,TILK5201,79,611.9813384,11360.04209, ,389
486,487,1401011005,VIDDYA NAGAR AKURDI,491,CA-3,A,10,AKURDI, , ,UN DECLARE, , ,1164,47005.3969,CTS.NO.5232 SNO.199pt,M I D C,TENABLE,"SI ZONE, PICNIC SPOT, SCRAP MARKET, 24M DP ROAD",205,NO, , ,78,1413.38954,47005.3969, ,248
487,488,1401011002,DATTA NAGAR AKURDI,488,CA-3,A,10,AKURDI, , ,UN DECLARE, , ,1391,55218.90377,CTS.NO.5232 SNO.199pt,M I D C,TENABLE,"R.NO.296, 298 - SI ZONE, R.NO.297 - PICNIC SPOT, 18M, 36M DP ROAD",2190,NO, , ,78,1402.096767,55218.90377, ,252
488,489,1401011405,RAM NAGAR AKURDI,496,CA-3,A,14,AKURDI, , ,UN DECLARE, , ,427,13433.67521,SNO.199pt,M I D C,TENABLE,"R.NO.295 - PS, R.NO.300 - SI ZONE, 9M, 36M DP ROAD",9964,NO, , ,79,609.2450002,13433.67521, ,318
489,490,1401061102,DURGA NAGAR AKURDI,524,CA-3,F,11,AKURDI, , ,DECLARE,11-Apr-91, ,285,7030.37897,61M TELCO ROAD,PCNTDA,UNTENABLE,61M ROAD WIDENING,263,NO, , ,66,755.0906327,7030.37897, ,405
490,491,1401011404,MAHATMA PHULE NAGAR AKURDI,495,CA-3,A,14,AKURDI, , ,DECLARE,11-Apr-91, ,509,15328.99459,SNO.126pt,M I D C,TENABLE,SI ZONE + RESIDENTIAL,1633,NO, , ,88,774.4409249,15328.99459, ,332
491,492,1401011403,KALBHOR NAGAR AKURDI,494,CA-3,A,14,AKURDI, , ,DECLARE,11-Apr-91, ,87,1866.186866,CTS.NO.5198 SNO.154pt,M I D C,TENABLE,RESEIDENTIAL + INDUSTRIAL,966,NO, , ,95,213.5963682,1866.186866, ,466
492,493,1401011401,AMBEDKAR NAGAR AKURDI,492,CA-3,A,14,AKURDI, , ,UN DECLARE, , ,222,5289.467402,61M TELCO ROAD,M I D C,UNTENABLE,61M ROAD WIDENING,1056,NO, , ,61,504.4932983,5289.467402, ,420
493,494,1401061101,AJANTHA NAGAR AKURDI,523,CA-3,F,11,AKURDI, , ,DECLARE,11-Apr-91, ,920,36932.70727,SNO.88pt,M I D C,TENABLE,RESIDENTIAL,4140,NO, , ,89,772.741265,36932.70727, ,249
494,495,1401011901,ANAND NAGAR CHINCHWAD,498,CA-3,A,19,CHINCHWAD, , ,DECLARE,20-Sep-84, ,2282,59033.31257,"CTS.NO.4515,4514 SNO.242-1B",PRIVATE,TENABLE,"R.NO.244 - SI ZONE, 61M, 12M DP ROAD, RAILWAY LAND",3684,NO, , ,78,1249.172982,59033.31257, ,387
495,496,1401011406,SAIBABA NAGAR CHINCHWAD,497,CA-3,A,14,CHINCHWAD, , ,UN DECLARE, , ,292,10898.48945,SNO.200pt,PRIVATE,TENABLE,"R.NO.178 - PARKING, R.NO.179 - SC, RESIDENTIAL, VM, 9M, 20M DP ROAD",1280,PRAPOSAL, , ,69,650.5140328,10898.48945, ,268
496,497,1401011909,UDHYOG NAGAR DALVI NAGAR CHINCHWAD,506,CA-3,A,19,CHINCHWAD, , ,UN DECLARE, , ,652,18487.24183,CTS.NO.3608 TO 3618 SNO.195pt,PCMC CORPORATION,TENABLE,"R.NO.188 - VM, R.NO.189 - SI ZONE, RAILWAY, R.NO.190 - PG, 31M DP RAOD",411,NO, , ,78,742.3005195,18487.24183, ,353
497,498,1401011001,ANNASAHEB MAGAR NAGAR CHINCHWAD,487,CA-3,A,10,CHINCHWAD, , ,DECLARE,31-Jan-91, ,315,7373.14368,SNO.310pt,M I D C,UNTENABLE,"INDUSTRIAL. R.NO.184 - PARKING, 61M ROAD",2078,NO, , ,66,353.2574704,7373.14368, ,427
498,499,1401011910,VIJAY NAGAR CHINCHWAD,507,CA-3,A,19,CHINCHWAD, , ,DECLARE,20-Sep-84, ,252,4205.18047,CTS.NO.3173 SNO.170 TO 176,PRIVATE,TENABLE,"COMMERCIAL, 25M DP ROAD",1096,PRAPOSAL, , ,78,267.8629271,4205.18047, ,599
499,500,1401011908,SANTOSH NAGAR CHINCHWAD,505,CA-3,A,19,CHINCHWAD, , ,DECLARE,20-Sep-84, ,56,1261.707749,SNO.192pt,PRIVATE,UNTENABLE,12M DP ROAD,519,NO, , ,61,217.2677141,1261.707749, ,444
500,501,1401011904,GOLANDE COLONY (SUDHARSHAN NAGAR) CHINCHWAD,501,CA-3,A,19,CHINCHWAD, , ,DECLARE,20-Sep-84, ,49,1332.62425,SNO.249pt,PRIVATE,TENABLE,RESEDENTIAL + RAILWAY LAND,1284,NO, , ,81,164.1198927,1332.62425, ,368
501,502,1401021801,VETAL BABA NAGAR CHINCHWAD,510,CA-3,B,18,CHINCHWAD, , ,DECLARE,31-Aug-95, ,1289,27919.90172,SNO.174pt,PCMC CORPORATION,UNTENABLE,"R.NO.201, 203 - PARKING, R.NO.202 - BUS TERMINAL, 9M, 18M DP ROAD",3612,NO, , ,66,775.524917,27919.90172, ,462
502,503,1401011003,INDIRA NAGAR CHINCHWAD,489,CA-3,A,10,CHINCHWAD, , ,UN DECLARE, , ,823,38252.29205,"CTS.NO.4713 SNO.204,205",M I D C,UNTENABLE,"R.NO.181 - PARK, INDUSTRIAL, PSP ZONE, OPEN SPACE",370,PRAPOSAL, , ,64,1347.43859,38252.29205, ,215
503,504,1401042501,KALA KHADAK WAKAD,520,CA-3,D,25,WAKAD, , ,UN DECLARE, , ,569,29998.49779,"SNO.123pt, 124pt",PRIVATE,TENABLE,"R.NO.4/42 - SI ZONE, 18M, 45M ROAD",5678,PRAPOSAL, , ,72,681.9137225,29998.49779, ,190
504,505,1401083101,RAJIV GANDHI NAGAR PIMPLEGURAV,556,CA-3,H,31,PIMPLEGURAV, , ,UN DECLARE, , ,423,13669.6739,"SNO.71, 72pt",PRIVATE,TENABLE,RESIDENTIAL,1015,NO, , ,73,485.0646117,13669.6739, ,309
505,506,1401072401,MHATOBA NAGAR WAKAD,541,CA-3,G,24,WAKAD, , ,DECLARE,10-Feb-05, ,288,12609.7313,SNO.210pt,PRIVATE,TENABLE,"RESIDENTIAL, 24M DP ROAD",2333,NO, , ,75,459.1532529,12609.7313, ,228
506,507,1401072701,TAPKIR NAGAR KALEWADI,542,CA-3,G,27,KALEWADI, , ,UN DECLARE, , ,90,1672.495703,"CTS.NO.3024, 3025, 3029 SNO.71",PRIVATE,TENABLE,"RESIDENTIAL, 45M DP ROAD",420,NO, , ,78,262.0528647,1672.495703, ,538
507,508,1401042601,ANNABHAU SATHE NAGAR WAKAD,521,CA-3,D,26,WAKAD, , ,UN DECLARE, , ,143,9039.136246,SNO.206pt,PCNTDA,TENABLE,RESIDENTIAL,397,NO, , ,85,394.214088,9039.136246, ,158
508,509,1401082003,LANDEWADI BHOSARI,545,CA-3,H,20,BHOSARI, , ,DECLARE,11-Apr-91, ,923,23273.84536,"CTS.NO.2736, 2909 SNO.631, 632",M I D C,UNTENABLE,"MIDC OPEN SPACE, 24M, 61M DP ROAD",2639,NO, , ,64,636.0673427,23273.84536, ,397
509,510,1401030801,BALAJI NAGAR BHOSARI,512,CA-3,C,8,BHOSARI, , ,DECLARE,11-Apr-91, ,1856,60876.09739,CTS.NO.3000pt,M I D C,UNTENABLE,"MIDC OPEN SPACE, 61M DP ROAD",2772,NO, , ,64,1089.798555,60876.09739, ,305
510,511,1401030802,GANESH NAGAR BHOSARI,513,CA-3,C,8,BHOSARI, , ,DECLARE,11-Apr-91, ,133,5192.559911,CTS.NO.2991 TO 2993,M I D C,TENABLE,"INDUSTIRAL, 61M DP ROAD",4125,NO, , ,91,303.8055542,5192.559911, ,256
511,512,1401082004,MAHATMA PHULE NAGAR BHOSARI,546,CA-3,H,20,BHOSARI, , ,DECLARE,11-Apr-91, ,1289,47432.44513,CTS.NO.3000pt,M I D C,UNTENABLE,"R.NO.40(A) - PCMT, P/SP, 24M RING ROAD",461,NO, , ,64,1169.21157,47432.44513, ,272
512,513,1401030803,GAVALI NAGAR BHOSARI,514,CA-3,C,8,BHOSARI, , ,DECLARE,11-Apr-91, ,650,19463.52684,"CTS.NO.2942, 2943, 2996 TO 2999",M I D C,TENABLE,"INDUSTRIAL, 24M, 61M DP ROAD,",8054,PRAPOSAL, , ,88,597.7115019,19463.52684, ,334
513,514,1401083002,HIRABAI LANDGE KASARWADI,549,CA-3,H,30,KASARWADI, , ,DECLARE,20-Sep-84, ,225,5006.39369,"SNO.499, 500pt",PRIVATE,TENABLE,"R.NO.29 - MP HALL, RAILWAY LAND, 12M DP ROAD, RESIDENTIAL",564,PRAPOSAL, , ,75,341.1059718,5006.39369, ,449
514,515,1401083006,RATILAL BHAGAWANDAS NAGAR FUGEWADI,553,CA-3,H,30,FUGEWADI, , ,DECLARE,01-May-86, ,26,1180.410197,"SNO.467, 469pt",PRIVATE,TENABLE,INDUSTRIAL + RAILWAY,3083,NO, , ,79,205.7302873,1180.410197, ,220
